transaction_id,farmer_id,buyer_id,product_id,market_id,quantity_kg,quality_grade,unit_price,total_amount,transaction_date,payment_method,payment_status,blockchain_hash
TXN00000015,FMR001602,BYR00215,PRD0066,MKT0023,129.69,C,1341.13,173931.15,2025-11-26 15:51:22,Cooperative Account,Paid,83d2b69f8d8462343a1f585e4357fabfcf54140af323a94af235a08ba1e605e1
TXN00000016,FMR001482,BYR00033,PRD0087,MKT0028,58.03,B,3443.76,199841.39,2025-11-23 15:51:22,Mobile Money,Paid,0ae665f6c690e3ce903c4ab8d6c3045e222703840aa213fcabdd0ad7a7665911
TXN00000017,FMR001740,BYR00325,PRD0090,MKT0126,31.74,C,1572.66,49916.23,2025-09-14 15:51:22,Mobile Money,Paid,1671dd0da0515395c527fb3275ed786b3c42ca34d394f97579c9d0b07f1e9bde
TXN00000018,FMR001141,BYR00281,PRD0057,MKT0197,777.79,B,3278.9,2550295.63,2025-07-27 15:51:22,Mobile Money,Pending,
TXN00000019,FMR001429,BYR00006,PRD0096,MKT0124,369.27,B,3716.52,1372399.34,2025-08-02 15:51:22,Mobile Money,Paid,ee01487af69358519bc0efb45e9f7e6a8c80ff6818bcdaecf3d678b8790dde51
TXN00000020,FMR000551,BYR00426,PRD0074,MKT0158,720.0,B,1714.91,1234735.2,2025-03-29 15:51:22,Cash,Paid,e3599bb77da336a4bf9e20edf69ec10c5216c827b3e6e18ac760018731533ff7
TXN00000021,FMR000716,BYR00107,PRD0099,MKT0188,254.37,B,1546.05,393268.74,2025-11-29 15:51:22,Mobile Money,Paid,07478c9b840a8e7f6be5c285b4e3381d3c185b0f2283f1a1a8ffb56e1ecd2591
TXN00000022,FMR001447,BYR00181,PRD0076,MKT0073,762.3,A,2566.72,1956610.66,2025-12-01 15:51:22,Mobile Money,Paid,8cf5497e6590a89a05c18b67b134b5ae073f4432faad7fffb98c71783da94437
TXN00000023,FMR000548,BYR00350,PRD0076,MKT0038,419.49,B,1760.71,738600.24,2025-03-18 15:51:22,Cash,Paid,ff400b36f654ee2f6028e619472ed7f5091c3b925bef95546cda54feace07c61
TXN00000024,FMR001617,BYR00140,PRD0001,MKT0194,431.15,B,1668.99,719585.04,2025-07-13 15:51:22,Mobile Money,Paid,cba19deaad9e14e0b4357dd8db1d1fa9f6035ddc57cf6217b9c0ce97a96323ff
TXN00000025,FMR000926,BYR00006,PRD0044,MKT0080,88.11,B,2282.22,201086.4,2025-12-01 15:51:22,Mobile Money,Paid,c724ab04f3be693fe31b5075bab2a13b344b0b885b0739299fe0161cebe6af6a
TXN00000026,FMR000580,BYR00382,PRD0044,MKT0035,289.42,B,1831.94,530200.07,2025-09-12 15:51:22,Mobile Money,Paid,7287f6a8defbfd6166fde39d23999374aed3576865c0bfc92569ae21e25371b5
TXN00000027,FMR000137,BYR00098,PRD0019,MKT0191,689.7,C,1313.38,905838.19,2025-11-17 15:51:22,Mobile Money,Failed,
TXN00000028,FMR001641,BYR00449,PRD0035,MKT0115,208.1,A,2350.14,489064.13,2025-11-04 15:51:22,Mobile Money,Paid,f336aed02ffeb1077f6643640db379f35b370bcd7cef192b4655825d1361947d
TXN00000029,FMR001513,BYR00005,PRD0028,MKT0109,462.78,A,2309.22,1068660.83,2025-11-13 15:51:22,Bank Transfer,Paid,5d4fda106a9db63082755fd4b7088258ba7364bb430c4a3700f8d97678029d58
TXN00000030,FMR001704,BYR00336,PRD0025,MKT0167,359.51,C,6044.79,2173162.45,2025-09-10 15:51:22,Mobile Money,Paid,7dab2142546488bf3045d5ca1a8fc6ed4e9f44d7426a12543f14b8531ddaad38
TXN00000031,FMR000915,BYR00266,PRD0037,MKT0177,145.39,C,1663.94,241920.24,2025-10-19 15:51:22,Bank Transfer,Paid,b66510d73619f0eb2bb33984fb9d74a707faff7c5c3f167aa4172f1dae0fe98a
TXN00000032,FMR001736,BYR00236,PRD0023,MKT0180,154.67,B,778.95,120480.2,2025-02-14 15:51:22,Bank Transfer,Pending,
TXN00000033,FMR001021,BYR00026,PRD0042,MKT0195,53.83,B,1924.09,103573.76,2025-07-21 15:51:22,Bank Transfer,Pending,
TXN00000034,FMR000524,BYR00203,PRD0045,MKT0025,253.07,A,2305.43,583435.17,2025-08-06 15:51:22,Cooperative Account,Paid,d3b90d67c1dd7af9fddf4980c7cc26ead0ef61d83fa0059f039b2d47af2060fb
TXN00000035,FMR001424,BYR00301,PRD0098,MKT0134,385.83,B,1670.59,644563.74,2025-09-15 15:51:22,Bank Transfer,Paid,6503450c03c42e92dc53fc76a59d70c5e006e73b328818a9a79e59219debada9
TXN00000036,FMR000397,BYR00055,PRD0035,MKT0063,25.95,B,1970.2,51126.69,2025-11-18 15:51:22,Mobile Money,Paid,37792628c312fa6cf159ae7fb83584220376372d6af245c799c799a569720980
TXN00000037,FMR000128,BYR00082,PRD0058,MKT0138,414.79,B,4276.92,1774023.65,2025-06-26 15:51:22,Bank Transfer,Paid,4a8cfdefecc61da040a7d13dd099d71e56f385424c57efe878d9e95f3c6d9e5a
TXN00000038,FMR001831,BYR00039,PRD0092,MKT0085,197.7,A,2361.96,466959.49,2025-10-19 15:51:22,Mobile Money,Paid,e4574ac3742d3ef6967666b86b8bf157edeb4579d89bc7f4cc05303248540107
TXN00000039,FMR000953,BYR00034,PRD0085,MKT0075,48.73,C,1217.26,59317.08,2025-07-28 15:51:22,Mobile Money,Paid,f8bad91764a9f9d0fd833b1ec2934e244c7a63e63d98cea70595670b0ca2f7c7
TXN00000040,FMR001874,BYR00473,PRD0025,MKT0075,540.06,A,9078.88,4903139.93,2025-11-12 15:51:22,Cash,Paid,450821b8e5b5721252dce0c7f72b870b882fa6740de1dc6af2be945b1a670f62
TXN00000041,FMR001856,BYR00281,PRD0003,MKT0006,846.05,B,1269.43,1074001.25,2025-08-22 15:51:22,Mobile Money,Paid,d5e2aad2ed6c7350d22a5495a350fa1a48ba96f7c9cd98193b39e6475a46cff1
TXN00000042,FMR001255,BYR00288,PRD0068,MKT0159,115.34,C,1094.84,126278.85,2025-09-27 15:51:22,Mobile Money,Paid,68041497b19b6d86979fef9bafdaca18156d01365f0ec3975d034a998b07d6fc
TXN00000043,FMR000336,BYR00076,PRD0081,MKT0057,92.29,B,1702.98,157168.02,2025-08-19 15:51:22,Mobile Money,Paid,7a6305446e8fc83a56515ee138af9b93b8bcba44e2c39b6b859d0ce0bc9d4f0d
TXN00000044,FMR000157,BYR00072,PRD0060,MKT0111,659.5,C,1572.88,1037314.36,2025-11-18 15:51:22,Mobile Money,Paid,8c300de72ecf49a7725e228f519afc1dbe08e3940eaafdfea9beead92f118192
TXN00000045,FMR000312,BYR00118,PRD0014,MKT0107,169.54,C,1573.87,266833.92,2025-03-27 15:51:22,Mobile Money,Paid,325234f05c70d00519c3453c5e2c66efc86720c217d7e24c3c6be86f34468a81
TXN00000046,FMR000490,BYR00447,PRD0062,MKT0096,744.39,A,1139.39,848150.52,2025-06-22 15:51:22,Bank Transfer,Paid,6bf33c0b44f1ca3ceb95151443405affb7d47ae6ae4bd0107d606245883dcc58
TXN00000047,FMR001003,BYR00011,PRD0032,MKT0089,187.42,B,2119.37,397212.33,2025-07-15 15:51:22,Mobile Money,Failed,
TXN00000048,FMR001693,BYR00053,PRD0016,MKT0170,164.07,C,707.93,116150.08,2025-09-18 15:51:22,Mobile Money,Failed,
TXN00000049,FMR000243,BYR00362,PRD0039,MKT0088,141.39,A,1596.79,225770.14,2025-09-17 15:51:22,Mobile Money,Paid,9d988250304659ef178de373e8136b6b4b1888b34e37ffac1c0cea22c80455a8
TXN00000050,FMR001877,BYR00391,PRD0046,MKT0047,74.85,B,2442.17,182796.42,2025-11-23 15:51:22,Cash,Paid,61d8adc135a3dff48ce83ba2e5556f2dbdb43664230fa8bac52c652aafe30c44
TXN00000051,FMR001489,BYR00155,PRD0055,MKT0149,615.27,B,3037.22,1868710.35,2025-11-26 15:51:22,Cash,Paid,b7bfec03d69fb55090b19b6e8c4f518e7befeba4bcc28624fe59aa6601c9d5cc
TXN00000052,FMR000906,BYR00099,PRD0006,MKT0029,443.9,B,2099.96,932172.24,2025-10-29 15:51:22,Mobile Money,Pending,
TXN00000053,FMR000464,BYR00356,PRD0064,MKT0013,524.43,B,1257.36,659397.3,2025-03-21 15:51:22,Mobile Money,Paid,436118a44b988757104e9b9d14bad0f8bfaec7c140d4a5a81d7fe72a8d049a43
TXN00000054,FMR000748,BYR00498,PRD0050,MKT0005,988.67,B,3633.2,3592035.84,2025-11-11 15:51:22,Mobile Money,Failed,
TXN00000055,FMR000573,BYR00021,PRD0084,MKT0026,80.47,B,2250.18,181071.98,2025-07-12 15:51:22,Mobile Money,Paid,6007d84d0e855e398939083c72ba45aa899572921fa7aec5304508312193e578
TXN00000056,FMR001448,BYR00318,PRD0070,MKT0181,68.3,B,878.6,60008.38,2025-06-30 15:51:22,Cash,Paid,40662af6010f4747a45c5355f58a161a0d3726e195c17d46124519c1b6c75a7e
TXN00000057,FMR001674,BYR00457,PRD0008,MKT0123,892.38,B,2315.76,2066537.91,2025-10-15 15:51:22,Cash,Paid,4566fbca39be78483ab7ef5f12c52104f58205241a04543b3b186d97b9747240
TXN00000058,FMR000368,BYR00208,PRD0012,MKT0071,537.78,B,3940.1,2118906.98,2025-07-18 15:51:22,Bank Transfer,Paid,52f160f88eed69d8e4379e1da2f4caf61d89682cea9905055332eddc246d1854
TXN00000059,FMR001132,BYR00135,PRD0031,MKT0124,29.42,B,1616.38,47553.9,2025-10-05 15:51:22,Mobile Money,Paid,a6abafb23c4dcdc5a5b91a2a242544ed4c16234130f27b13152e8d486dd2d71a
TXN00000060,FMR000812,BYR00098,PRD0012,MKT0078,799.54,B,4338.13,3468508.46,2025-10-14 15:51:22,Cash,Paid,5e539057419e809541739667ccead19f76476ed45e8187f28b6efe0850c01a05
TXN00000061,FMR001640,BYR00351,PRD0001,MKT0039,370.5,A,1661.01,615404.2,2025-07-10 15:51:22,Bank Transfer,Failed,
TXN00000062,FMR001629,BYR00283,PRD0080,MKT0143,291.84,B,2303.57,672273.87,2025-09-04 15:51:22,Cash,Paid,e479e571eeac01597ca007d7774fa19b4c5ce33b298719f7fe85813d536a52ec
TXN00000063,FMR001308,BYR00372,PRD0075,MKT0057,543.06,B,1688.75,917092.57,2025-10-12 15:51:22,Mobile Money,Paid,29f4fa5a5b2d2fe1598811a366a2b30d1d44bd628f6d9b16e0b4b40e3d6192b3
TXN00000064,FMR001877,BYR00001,PRD0008,MKT0058,658.22,B,3059.7,2013955.73,2025-12-06 15:51:22,Bank Transfer,Paid,31022d1adb08a18f9532716576175821632207aa80f2f6b8ee06ced1392cf131
TXN00000065,FMR000809,BYR00281,PRD0078,MKT0010,228.61,B,1828.11,417924.23,2025-08-20 15:51:22,Mobile Money,Paid,81a6808ec89e1fcd1e65fa507e6ceba5df925cb8e83d33b3cf938d130d83a6b8
TXN00000066,FMR000457,BYR00197,PRD0015,MKT0039,218.91,B,662.09,144938.12,2025-10-17 15:51:22,Cash,Paid,a90a2d539d49d812d20c8397eb27819e62ce2e6b82ad7309bca8c8830e4dccbc
TXN00000067,FMR001079,BYR00061,PRD0012,MKT0099,881.78,B,3880.09,3421385.76,2025-11-08 15:51:22,Mobile Money,Paid,251c7e2d71e3f2cb46253d62ddd0b465cbf25e42459b5ccbac92eb7051882b2e
TXN00000068,FMR000291,BYR00470,PRD0018,MKT0005,623.48,C,820.46,511540.4,2024-12-17 15:51:22,Bank Transfer,Paid,fa18bf4e42058069f04feb3cc25d541edbf22f9b5ecad2af50c1c50bf58bb7d2
TXN00000069,FMR001793,BYR00333,PRD0067,MKT0189,141.36,B,1449.88,204955.04,2025-09-08 15:51:22,Mobile Money,Paid,d1a8f777522b19336ba73fc2c18c9fb3ae82debe50270418d048d847e6d01b2f
TXN00000070,FMR001701,BYR00289,PRD0071,MKT0005,482.79,B,9063.17,4375607.84,2025-07-04 15:51:22,Bank Transfer,Paid,02b83306d7e8c2f8277010b1d1247d93ef8e0ad37974acf44880eea1493c4db6
TXN00000071,FMR000468,BYR00067,PRD0054,MKT0149,718.11,B,2635.49,1892571.72,2025-09-12 15:51:22,Mobile Money,Paid,46402a68bf746841873e8a2d4c6b01ab2284c7736b1d03fbf67ea798634f5bf4
TXN00000072,FMR001460,BYR00129,PRD0030,MKT0095,692.64,B,2068.82,1432947.48,2025-08-27 15:51:22,Mobile Money,Paid,209c6d1aea8750d70a2c32ba0c4060a7bc2ec724c34c351f5d42c89dffa3ccc9
TXN00000073,FMR001879,BYR00350,PRD0071,MKT0084,911.37,B,9402.13,8568819.22,2025-11-12 15:51:22,Bank Transfer,Paid,fb03a04e8104a59bffc724301a83cb84fd16562367bac50c76f54a13e239e84e
TXN00000074,FMR000029,BYR00465,PRD0049,MKT0139,152.65,C,1198.68,182978.5,2025-04-04 15:51:22,Bank Transfer,Paid,d8655e0c1db7d2c330773ee495ee343ba54ec5fd28c5add321c1e0f7bb41d46c
TXN00000075,FMR001499,BYR00097,PRD0025,MKT0106,419.21,A,11038.86,4627600.5,2025-09-30 15:51:22,Mobile Money,Paid,6107709a67338bc3790f37257f8b7a04f60777d2d94db193fb1cd78eb9438917
TXN00000076,FMR001151,BYR00429,PRD0010,MKT0101,548.76,A,3105.9,1704393.68,2025-11-28 15:51:22,Mobile Money,Paid,d8a14d58a705ed0ea0a4597d3febc9f9cee80b9e44cf9004a7be1896581556bd
TXN00000077,FMR001350,BYR00373,PRD0096,MKT0116,847.94,C,3205.47,2718046.23,2025-07-27 15:51:22,Mobile Money,Paid,d8bd1256fb889c3ec2be5fa2ed2b4c2a6578307a772001958fc45d7430c10323
TXN00000078,FMR000473,BYR00436,PRD0058,MKT0134,694.63,C,3163.12,2197198.05,2025-04-12 15:51:22,Cash,Paid,39d2466afa79628a53f77e1934e4785a096a2449d0586a61bb4651854286cdd1
TXN00000079,FMR001158,BYR00139,PRD0096,MKT0029,318.66,C,2724.96,868335.75,2025-09-11 15:51:22,Mobile Money,Failed,
TXN00000080,FMR001994,BYR00082,PRD0002,MKT0147,233.58,B,1618.03,377939.45,2025-06-22 15:51:22,Mobile Money,Paid,2cb6a7efd00025755a09114d8bc1074a38730cd3736feb9373995d2b44c818b1
TXN00000081,FMR001086,BYR00416,PRD0010,MKT0151,765.11,B,2531.9,1937182.01,2025-08-15 15:51:22,Bank Transfer,Paid,abc0b1ad741459344ab86f2c2d779078776191f58a9b5317b8a9d109365ecbe3
TXN00000082,FMR000898,BYR00207,PRD0024,MKT0194,144.26,A,1181.13,170389.81,2025-07-05 15:51:22,Mobile Money,Paid,053205c3c8f62178fd2c68bee3f80736f7b757a9e079f4963a17c0f172d823c4
TXN00000083,FMR001316,BYR00016,PRD0017,MKT0193,648.28,C,1151.47,746474.97,2025-11-11 15:51:22,Bank Transfer,Paid,16748a776fc051c5a39329c925105bcd0c32236cd326a2b2ba890392ef2b30a7
TXN00000084,FMR001715,BYR00290,PRD0097,MKT0032,120.12,B,3598.34,432232.6,2025-08-14 15:51:22,Mobile Money,Paid,db94cfe90a61e61de934b41a5600deafaef3a17c62f5a55090281cf8bf4572a7
TXN00000085,FMR000612,BYR00197,PRD0018,MKT0047,536.77,B,1269.73,681552.97,2025-12-02 15:51:22,Cash,Paid,2f45709c4a3dca6e00711887af19a3e553347e88b04c7f2202b5cc74d8c063c5
TXN00000086,FMR000790,BYR00346,PRD0024,MKT0010,178.05,C,628.89,111973.86,2025-11-26 15:51:22,Cash,Paid,273e4ee20a2fce9f68f7fe9e2ae96db898019ca14a4d5ff1d14408ca418cdfb5
TXN00000087,FMR001147,BYR00491,PRD0073,MKT0061,170.83,B,1770.51,302456.22,2025-05-17 15:51:22,Mobile Money,Paid,624ec3d22c6e190d570b207e2551e4b7a008ae4e83b129575abbece42d4033f4
TXN00000088,FMR000789,BYR00183,PRD0091,MKT0086,434.36,A,2604.99,1131503.46,2025-11-18 15:51:22,Mobile Money,Paid,308230c2be8c90d28be01c349c7d7a01e6dcb563aa30ccdd5facb53f328db023
TXN00000089,FMR001898,BYR00070,PRD0089,MKT0114,98.58,B,2982.89,294053.3,2025-11-07 15:51:22,Cash,Paid,708675d0915a3c572686920f9c6f5ba183028833bf900b62bc39d876487b04ab
TXN00000090,FMR000483,BYR00210,PRD0071,MKT0179,59.98,B,7744.96,464542.7,2025-11-03 15:51:22,Mobile Money,Paid,50e74b8aad5977cbad2b8c68b0084a0ed8f5945449e66782e92d6ae82aa67442
TXN00000091,FMR000991,BYR00462,PRD0030,MKT0131,343.9,B,1760.26,605353.41,2025-09-30 15:51:22,Bank Transfer,Paid,8c779a154b9fd63a4b061df777bb98c87df0ce1e2f619b9ea5ca52ab07f9aad8
TXN00000092,FMR000085,BYR00295,PRD0096,MKT0108,589.11,C,3035.28,1788113.8,2025-05-10 15:51:22,Cash,Pending,
TXN00000093,FMR001737,BYR00482,PRD0097,MKT0154,354.63,B,3976.81,1410296.13,2025-09-18 15:51:22,Mobile Money,Paid,bbd87c38dbe0ff1477e6c96f3599998e667e3a02676fd57dad22798a7033db6c
TXN00000094,FMR000687,BYR00153,PRD0076,MKT0102,216.32,A,2618.34,566399.31,2024-12-06 15:51:22,Cash,Paid,dbdbe545308f487e60536867a4a8028268a91e0a29a2c8669cd6236d0cd0e094
TXN00000095,FMR001625,BYR00117,PRD0024,MKT0078,24.74,A,1523.32,37686.94,2025-11-25 15:51:22,Cash,Paid,eff1619ec41b98dc745d9cdec625f4bd94196de739cdc75ed26b809de32a6891
TXN00000096,FMR000248,BYR00239,PRD0077,MKT0174,283.83,C,1354.39,384416.51,2025-09-24 15:51:22,Bank Transfer,Paid,97997363e5fac85c7cb5738b7e441b229d768712bf67f0f4d82e044a819769a0
TXN00000097,FMR000435,BYR00316,PRD0012,MKT0090,781.89,A,4541.76,3551156.73,2025-10-15 15:51:22,Mobile Money,Paid,b9a3b248a896f9ce9fb0e22bbded064ff5a47ca787ab68f4f44b227cccb360f0
TXN00000098,FMR001039,BYR00029,PRD0036,MKT0002,229.26,B,1708.77,391752.61,2025-08-29 15:51:22,Bank Transfer,Paid,d0a5ec6264c6af5213fbe533303fd5c104d0648a810c30b32b81a78aea02f652
TXN00000099,FMR001993,BYR00111,PRD0100,MKT0184,133.33,B,3254.21,433883.82,2025-08-17 15:51:22,Mobile Money,Paid,c35c353c2c36080ff28d122e155c64184a86084ee1fabebbdf0c477fadc056e4
TXN00000100,FMR000092,BYR00175,PRD0029,MKT0083,260.67,B,2043.16,532590.52,2025-09-04 15:51:22,Mobile Money,Paid,8ab38221553b456d4fd664d0a2cf6508e80b95fb00afa1e1bd5849a106e24647
TXN00000101,FMR000579,BYR00005,PRD0016,MKT0031,247.56,A,854.12,211445.95,2025-04-21 15:51:22,Mobile Money,Paid,57af94678be51821c15256fea6b105f2b8f2a4940fca42cfa20d715a1efcd2dd
TXN00000102,FMR000573,BYR00291,PRD0068,MKT0033,528.24,B,1570.29,829489.99,2025-07-31 15:51:22,Bank Transfer,Paid,35f1659b7706df02ea7a32b0b7b74f99886f52c0f82887be2a864cd1e6689fab
TXN00000103,FMR001009,BYR00317,PRD0089,MKT0015,285.11,B,2504.49,714055.14,2025-09-24 15:51:22,Cash,Paid,bd764329470bf8ecf64d528e730a85d4b52615ec637509a75a44c3fa230b4781
TXN00000104,FMR000366,BYR00182,PRD0068,MKT0156,322.72,B,1412.84,455951.72,2025-10-10 15:51:22,Bank Transfer,Paid,0eeababf042765ded91b40a1154ff1588781b9438a082627f39ad0236a0d6d7b
TXN00000105,FMR001316,BYR00045,PRD0012,MKT0196,156.48,A,4062.4,635684.35,2025-11-05 15:51:22,Cash,Paid,bf41398f75e7d334de9fd930a59c2cbc8044af302536bb8afd8db3cac539bc4d
TXN00000106,FMR000144,BYR00249,PRD0027,MKT0105,265.75,C,1602.43,425845.77,2025-12-04 15:51:22,Mobile Money,Paid,19151af93919e3c8a795fca79584bc97e3152b321f2a3f2f45a62197529e72e6
TXN00000107,FMR000147,BYR00025,PRD0086,MKT0179,232.35,A,1697.93,394514.04,2025-07-03 15:51:22,Cash,Paid,747782e2dc42bcac137bb28cbcdf812e06510f9a836a8fe3878174c2933ea386
TXN00000108,FMR001873,BYR00123,PRD0012,MKT0119,378.25,B,3321.73,1256444.37,2025-11-25 15:51:22,Mobile Money,Paid,56faf8399ff03a8060b5555aebecf7ba1c35ef23c44498a7d41fa2685fe1b9cb
TXN00000109,FMR000956,BYR00078,PRD0004,MKT0182,796.8,B,3571.04,2845404.67,2025-06-19 15:51:22,Cash,Paid,1881da1b2bcb7c0807fd5d352cee1bde29932eb9228f76704b356c986f3096a2
TXN00000110,FMR001054,BYR00075,PRD0008,MKT0001,994.63,A,3897.1,3876172.57,2025-09-09 15:51:22,Bank Transfer,Paid,ffd32bf576b540aa569d589e8a097ead76f954cb909c676096437aae64ae8ee0
TXN00000111,FMR000129,BYR00208,PRD0012,MKT0132,655.62,B,4466.59,2928385.74,2025-07-06 15:51:22,Mobile Money,Pending,
TXN00000112,FMR000657,BYR00261,PRD0029,MKT0013,913.33,A,2501.57,2284758.93,2025-10-05 15:51:22,Mobile Money,Paid,7ae4db191484fbca780dcb492a4bd93a821a304ea14bf6eaf07bf08fdfb1cb9f
TXN00000113,FMR001759,BYR00043,PRD0091,MKT0051,172.37,B,1690.74,291432.85,2025-04-27 15:51:22,Mobile Money,Paid,99eea935013f0b4c2e5e5532ca116421b78819edc485d59fb5a6e529379010bc
TXN00000114,FMR000414,BYR00466,PRD0005,MKT0165,409.0,C,2949.05,1206161.45,2025-10-19 15:51:22,Mobile Money,Paid,84592e5bc8157b69a721af90b2432319fbfadab819cb3c25efeecef52d9c527a
TXN00000115,FMR000462,BYR00132,PRD0035,MKT0151,101.84,A,2545.54,259237.79,2025-09-25 15:51:22,Bank Transfer,Paid,76e5bea8ab9ee3fd13d24058c8d0ac374ba4507f20603138687a46e7c8b16e7b
TXN00000116,FMR000779,BYR00014,PRD0077,MKT0108,125.95,B,1934.34,243630.12,2025-11-08 15:51:22,Cash,Paid,6aff985dbc3d7a6755538318f83204053f8608b48b1a3d5568bde46c2e1b4537
TXN00000117,FMR000778,BYR00395,PRD0061,MKT0040,497.06,B,940.07,467271.19,2025-08-19 15:51:22,Bank Transfer,Paid,3a97ac52c8c3fc3d9c0e8aa71e86524efe12d6edb258ef64e0d0eafb15ec3771
TXN00000118,FMR001347,BYR00286,PRD0023,MKT0048,221.01,B,969.15,214191.84,2025-10-08 15:51:22,Mobile Money,Paid,7cdcb56cb6fa69a955ada3631f4c0da120c313d7fc31ebec98f9ad97985d03d6
TXN00000119,FMR001176,BYR00034,PRD0015,MKT0171,180.55,A,913.24,164885.48,2025-09-04 15:51:22,Mobile Money,Paid,997b65aa12ac7753688c66ca3d0f1b12e97ad3e1300cc82aae36a07a1cb49955
TXN00000120,FMR000510,BYR00162,PRD0049,MKT0090,221.58,A,1964.94,435391.41,2025-03-03 15:51:22,Mobile Money,Paid,6a7f66d1bde53ef3c637c02a476acbae43a2db19ff7afb810d78f639f7cf36bc
TXN00000121,FMR001208,BYR00442,PRD0085,MKT0188,158.9,A,1980.59,314715.75,2025-10-06 15:51:22,Mobile Money,Paid,fe1434456ff371b8cefd4fe230a5d3bf5921b9aac46afbfd1028afbd262e5ebd
TXN00000122,FMR001610,BYR00423,PRD0036,MKT0031,157.63,B,2308.44,363879.4,2025-07-16 15:51:22,Cash,Paid,7430e77d0a754b4fce9b405638492fb7d99d58d02c80fcaeba1310930d0c50b9
TXN00000123,FMR000283,BYR00026,PRD0035,MKT0165,295.62,B,1860.54,550012.83,2025-12-05 15:51:22,Bank Transfer,Paid,2569f946a66a66de1364df4bb0572afcbf2a0ce7ec920a991fb6db094b026f72
TXN00000124,FMR001926,BYR00453,PRD0003,MKT0108,627.41,A,1835.74,1151761.63,2025-09-26 15:51:22,Mobile Money,Paid,daf5a3e7069725340499139b487c3a4a1dd40fac9af24d4b042a7dbd07e0a68d
TXN00000125,FMR000629,BYR00473,PRD0093,MKT0126,119.58,B,1512.25,180834.86,2025-07-09 15:51:22,Cash,Paid,f5bf2b7f225e48483661c74c49b965cdcc70c8626dab882536d1fda43e6e6ff1
TXN00000126,FMR001610,BYR00325,PRD0067,MKT0036,351.19,C,1159.2,407099.45,2025-06-11 15:51:22,Cash,Paid,d96fe1568852933d9d2a661187eca82be991d417f6a8b88023fa93a57c4edabf
TXN00000127,FMR000351,BYR00221,PRD0077,MKT0009,105.82,A,2339.9,247608.22,2025-08-10 15:51:22,Bank Transfer,Paid,3775a3c53bdc187e8e148bfa7d1b96c43b71f5dc294b03f856fb73a9d7af50dd
