price_id,product_id,market_id,price_date,wholesale_price,retail_price,price_trend,source
PRC00000080,PRD0001,MKT0005,2025-02-24,1211.1,1495.72,Down,Ministry of Agriculture
PRC00000081,PRD0001,MKT0005,2025-02-25,1213.79,1660.33,Stable,Cooperative Report
PRC00000082,PRD0001,MKT0005,2025-02-26,1259.83,1796.48,Up,Cooperative Report
PRC00000083,PRD0001,MKT0005,2025-02-27,1230.68,1702.32,Down,Uganda Commodity Exchange
PRC00000084,PRD0001,MKT0005,2025-02-28,1275.97,1866.15,Up,Cooperative Report
PRC00000085,PRD0001,MKT0005,2025-03-01,1238.43,1769.19,Down,Market Survey
PRC00000086,PRD0001,MKT0005,2025-03-02,1297.15,1607.11,Up,Uganda Commodity Exchange
PRC00000087,PRD0001,MKT0005,2025-03-03,1304.19,1695.96,Stable,Uganda Commodity Exchange
PRC00000088,PRD0001,MKT0005,2025-03-04,1335.65,1809.81,Up,Cooperative Report
PRC00000089,PRD0001,MKT0005,2025-03-05,1355.75,1900.15,Stable,Cooperative Report
PRC00000090,PRD0001,MKT0005,2025-03-06,1400.95,1805.86,Up,Cooperative Report
PRC00000091,PRD0001,MKT0005,2025-03-07,1459.19,2175.8,Up,Market Survey
PRC00000092,PRD0001,MKT0005,2025-03-08,1447.73,1894.58,Stable,Cooperative Report
PRC00000093,PRD0001,MKT0005,2025-03-09,1448.29,1953.0,Stable,Ministry of Agriculture
PRC00000094,PRD0001,MKT0005,2025-03-10,1448.03,1851.44,Stable,Cooperative Report
PRC00000095,PRD0001,MKT0005,2025-03-11,1459.25,1838.35,Stable,Market Survey
PRC00000096,PRD0001,MKT0005,2025-03-12,1503.78,2032.12,Up,Uganda Commodity Exchange
PRC00000097,PRD0001,MKT0005,2025-03-13,1516.36,2161.98,Stable,Uganda Commodity Exchange
PRC00000098,PRD0001,MKT0005,2025-03-14,1567.14,2172.52,Up,Uganda Commodity Exchange
PRC00000099,PRD0001,MKT0005,2025-03-15,1608.88,2293.37,Up,Uganda Commodity Exchange
PRC00000100,PRD0001,MKT0005,2025-03-16,1595.02,2250.37,Stable,Ministry of Agriculture
PRC00000101,PRD0001,MKT0005,2025-03-17,1661.7,2410.15,Up,Ministry of Agriculture
PRC00000102,PRD0001,MKT0005,2025-03-18,1733.44,2238.47,Up,Uganda Commodity Exchange
PRC00000103,PRD0001,MKT0005,2025-03-19,1865.43,2246.99,Up,Ministry of Agriculture
PRC00000104,PRD0001,MKT0005,2025-03-20,1840.05,2301.11,Stable,Ministry of Agriculture
PRC00000105,PRD0001,MKT0005,2025-03-21,1818.64,2414.11,Stable,Uganda Commodity Exchange
PRC00000106,PRD0001,MKT0005,2025-03-22,1812.7,2547.17,Stable,Uganda Commodity Exchange
PRC00000107,PRD0001,MKT0005,2025-03-23,1855.21,2658.14,Up,Uganda Commodity Exchange
PRC00000108,PRD0001,MKT0005,2025-03-24,1795.54,2401.65,Down,Uganda Commodity Exchange
PRC00000109,PRD0001,MKT0005,2025-03-25,1861.73,2329.03,Up,Ministry of Agriculture
PRC00000110,PRD0001,MKT0005,2025-03-26,1891.95,2613.37,Stable,Uganda Commodity Exchange
PRC00000111,PRD0001,MKT0005,2025-03-27,1817.73,2446.97,Down,Cooperative Report
PRC00000112,PRD0001,MKT0005,2025-03-28,1846.69,2559.75,Stable,Market Survey
PRC00000113,PRD0001,MKT0005,2025-03-29,1806.64,2272.5,Down,Cooperative Report
PRC00000114,PRD0001,MKT0005,2025-03-30,1853.37,2629.82,Up,Cooperative Report
PRC00000115,PRD0001,MKT0005,2025-03-31,1813.09,2265.16,Down,Cooperative Report
PRC00000116,PRD0001,MKT0005,2025-04-01,1814.45,2209.24,Stable,Cooperative Report
PRC00000117,PRD0001,MKT0005,2025-04-02,1894.69,2755.77,Up,Uganda Commodity Exchange
PRC00000118,PRD0001,MKT0005,2025-04-03,1952.99,2744.04,Up,Uganda Commodity Exchange
PRC00000119,PRD0001,MKT0005,2025-04-04,2020.56,2766.31,Up,Ministry of Agriculture
PRC00000120,PRD0001,MKT0005,2025-04-05,1948.05,2462.63,Down,Market Survey
PRC00000121,PRD0001,MKT0005,2025-04-06,1889.02,2808.98,Down,Market Survey
PRC00000122,PRD0001,MKT0005,2025-04-07,1789.14,2538.48,Down,Uganda Commodity Exchange
PRC00000123,PRD0001,MKT0005,2025-04-08,1783.29,2359.71,Stable,Market Survey
PRC00000124,PRD0001,MKT0005,2025-04-09,1782.4,2284.98,Stable,Cooperative Report
PRC00000125,PRD0001,MKT0005,2025-04-10,1828.4,2482.19,Up,Market Survey
PRC00000126,PRD0001,MKT0005,2025-04-11,1811.56,2210.36,Stable,Cooperative Report
PRC00000127,PRD0001,MKT0005,2025-04-12,1765.94,2578.6,Down,Ministry of Agriculture
PRC00000128,PRD0001,MKT0005,2025-04-13,1819.15,2218.94,Up,Cooperative Report
PRC00000129,PRD0001,MKT0005,2025-04-14,1784.68,2551.68,Stable,Cooperative Report
PRC00000130,PRD0001,MKT0005,2025-04-15,1756.83,2277.68,Stable,Cooperative Report
PRC00000131,PRD0001,MKT0005,2025-04-16,1751.9,2430.61,Stable,Ministry of Agriculture
PRC00000132,PRD0001,MKT0005,2025-04-17,1692.87,2470.47,Down,Cooperative Report
PRC00000133,PRD0001,MKT0005,2025-04-18,1740.06,2558.69,Up,Cooperative Report
PRC00000134,PRD0001,MKT0005,2025-04-19,1893.42,2471.51,Up,Market Survey
PRC00000135,PRD0001,MKT0005,2025-04-20,1875.5,2753.58,Stable,Cooperative Report
PRC00000136,PRD0001,MKT0005,2025-04-21,1905.4,2304.36,Stable,Cooperative Report
PRC00000137,PRD0001,MKT0005,2025-04-22,1894.64,2734.18,Stable,Ministry of Agriculture
PRC00000138,PRD0001,MKT0005,2025-04-23,1828.71,2412.18,Down,Market Survey
PRC00000139,PRD0001,MKT0005,2025-04-24,1885.18,2294.86,Up,Market Survey
PRC00000140,PRD0001,MKT0005,2025-04-25,1972.3,2470.13,Up,Cooperative Report
PRC00000141,PRD0001,MKT0005,2025-04-26,2128.23,3055.81,Up,Uganda Commodity Exchange
PRC00000142,PRD0001,MKT0005,2025-04-27,2017.11,2766.64,Down,Market Survey
PRC00000143,PRD0001,MKT0005,2025-04-28,1969.0,2605.07,Down,Cooperative Report
PRC00000144,PRD0001,MKT0005,2025-04-29,1974.9,2957.96,Stable,Cooperative Report
PRC00000145,PRD0001,MKT0005,2025-04-30,1890.52,2708.62,Down,Uganda Commodity Exchange
PRC00000146,PRD0001,MKT0005,2025-05-01,1909.43,2599.74,Stable,Uganda Commodity Exchange
PRC00000147,PRD0001,MKT0005,2025-05-02,1864.81,2239.03,Down,Cooperative Report
PRC00000148,PRD0001,MKT0005,2025-05-03,1949.91,2541.35,Up,Uganda Commodity Exchange
PRC00000149,PRD0001,MKT0005,2025-05-04,2017.61,2457.82,Up,Uganda Commodity Exchange
PRC00000150,PRD0001,MKT0005,2025-05-05,2074.49,2515.92,Up,Ministry of Agriculture
PRC00000151,PRD0001,MKT0005,2025-05-06,2070.16,2686.66,Stable,Cooperative Report
PRC00000152,PRD0001,MKT0005,2025-05-07,1977.83,2940.93,Down,Ministry of Agriculture
PRC00000153,PRD0001,MKT0005,2025-05-08,2032.38,2991.8,Up,Uganda Commodity Exchange
PRC00000154,PRD0001,MKT0005,2025-05-09,1976.91,2561.18,Down,Ministry of Agriculture
PRC00000155,PRD0001,MKT0005,2025-05-10,1852.22,2279.1,Down,Ministry of Agriculture
PRC00000156,PRD0001,MKT0005,2025-05-11,1934.17,2489.75,Up,Market Survey
PRC00000157,PRD0001,MKT0005,2025-05-12,1902.7,2325.07,Stable,Uganda Commodity Exchange
PRC00000158,PRD0001,MKT0005,2025-05-13,1924.53,2541.28,Stable,Ministry of Agriculture
PRC00000159,PRD0001,MKT0005,2025-05-14,1897.12,2659.78,Stable,Uganda Commodity Exchange
PRC00000160,PRD0001,MKT0005,2025-05-15,1853.17,2579.61,Down,Market Survey
PRC00000161,PRD0001,MKT0005,2025-05-16,1904.94,2656.86,Up,Uganda Commodity Exchange
PRC00000162,PRD0001,MKT0005,2025-05-17,1848.44,2585.76,Down,Ministry of Agriculture
PRC00000163,PRD0001,MKT0005,2025-05-18,1892.68,2600.1,Up,Uganda Commodity Exchange
PRC00000164,PRD0001,MKT0005,2025-05-19,1824.13,2408.33,Down,Market Survey
PRC00000165,PRD0001,MKT0005,2025-05-20,1819.95,2318.37,Stable,Cooperative Report
PRC00000166,PRD0001,MKT0005,2025-05-21,1856.25,2492.25,Stable,Uganda Commodity Exchange
PRC00000167,PRD0001,MKT0005,2025-05-22,1860.26,2387.87,Stable,Cooperative Report
PRC00000168,PRD0001,MKT0005,2025-05-23,1855.21,2444.26,Stable,Uganda Commodity Exchange
PRC00000169,PRD0001,MKT0005,2025-05-24,1815.83,2581.12,Down,Cooperative Report
PRC00000170,PRD0001,MKT0005,2025-05-25,1894.77,2476.64,Up,Ministry of Agriculture
PRC00000171,PRD0001,MKT0005,2025-05-26,1806.38,2214.44,Down,Uganda Commodity Exchange
PRC00000172,PRD0001,MKT0005,2025-05-27,1882.68,2593.72,Up,Ministry of Agriculture
PRC00000173,PRD0001,MKT0005,2025-05-28,1838.12,2737.67,Down,Cooperative Report
PRC00000174,PRD0001,MKT0005,2025-05-29,1832.69,2642.62,Stable,Uganda Commodity Exchange
PRC00000175,PRD0001,MKT0005,2025-05-30,1873.77,2743.68,Up,Uganda Commodity Exchange
PRC00000176,PRD0001,MKT0005,2025-05-31,1877.77,2576.31,Stable,Uganda Commodity Exchange
PRC00000177,PRD0001,MKT0005,2025-06-01,1880.62,2721.64,Stable,Uganda Commodity Exchange
PRC00000178,PRD0001,MKT0005,2025-06-02,1729.45,2457.94,Down,Cooperative Report
PRC00000179,PRD0001,MKT0005,2025-06-03,1662.04,2422.46,Down,Market Survey
PRC00000180,PRD0001,MKT0005,2025-06-04,1865.47,2706.98,Up,Ministry of Agriculture
PRC00000181,PRD0001,MKT0005,2025-06-05,1964.68,2550.3,Up,Uganda Commodity Exchange
PRC00000182,PRD0001,MKT0005,2025-06-06,2021.06,2911.41,Up,Market Survey
PRC00000183,PRD0001,MKT0005,2025-06-07,2019.97,2442.54,Stable,Ministry of Agriculture
PRC00000184,PRD0001,MKT0005,2025-06-08,2041.41,2672.93,Stable,Ministry of Agriculture
PRC00000185,PRD0001,MKT0005,2025-06-09,2069.36,2743.77,Stable,Cooperative Report
PRC00000186,PRD0001,MKT0005,2025-06-10,2059.98,2784.53,Stable,Uganda Commodity Exchange
PRC00000187,PRD0001,MKT0005,2025-06-11,2159.76,3118.7,Up,Uganda Commodity Exchange
PRC00000188,PRD0001,MKT0005,2025-06-12,2261.8,3002.89,Up,Cooperative Report
PRC00000189,PRD0001,MKT0005,2025-06-13,2339.62,3095.51,Up,Cooperative Report
PRC00000190,PRD0001,MKT0005,2025-06-14,2362.14,2851.81,Stable,Cooperative Report
PRC00000191,PRD0001,MKT0005,2025-06-15,2317.46,3193.32,Stable,Uganda Commodity Exchange
PRC00000192,PRD0001,MKT0005,2025-06-16,2445.55,3158.04,Up,Cooperative Report
PRC00000193,PRD0001,MKT0005,2025-06-17,2432.75,3223.37,Stable,Cooperative Report
PRC00000194,PRD0001,MKT0005,2025-06-18,2440.54,3084.37,Stable,Market Survey
PRC00000195,PRD0001,MKT0005,2025-06-19,2520.04,3211.45,Up,Market Survey
PRC00000196,PRD0001,MKT0005,2025-06-20,2368.64,3446.98,Down,Cooperative Report
PRC00000197,PRD0001,MKT0005,2025-06-21,2317.98,3125.08,Down,Ministry of Agriculture
PRC00000198,PRD0001,MKT0005,2025-06-22,2389.4,3399.49,Up,Cooperative Report
PRC00000199,PRD0001,MKT0005,2025-06-23,2293.71,2954.01,Down,Cooperative Report
PRC00000200,PRD0001,MKT0005,2025-06-24,2322.36,3094.46,Stable,Market Survey
PRC00000201,PRD0001,MKT0005,2025-06-25,2442.71,3013.7,Up,Market Survey
PRC00000202,PRD0001,MKT0005,2025-06-26,2431.67,3033.99,Stable,Ministry of Agriculture
PRC00000203,PRD0001,MKT0005,2025-06-27,2347.15,3430.73,Down,Ministry of Agriculture
PRC00000204,PRD0001,MKT0005,2025-06-28,2451.03,3218.97,Up,Cooperative Report
PRC00000205,PRD0001,MKT0005,2025-06-29,2642.26,3685.5,Up,Cooperative Report
PRC00000206,PRD0001,MKT0005,2025-06-30,2513.73,3741.9,Down,Market Survey
PRC00000207,PRD0001,MKT0005,2025-07-01,2613.99,3724.86,Up,Market Survey
PRC00000208,PRD0001,MKT0005,2025-07-02,2711.57,3257.74,Up,Market Survey
PRC00000209,PRD0001,MKT0005,2025-07-03,2857.12,3789.02,Up,Ministry of Agriculture
PRC00000210,PRD0001,MKT0005,2025-07-04,3031.17,3758.04,Up,Cooperative Report
PRC00000211,PRD0001,MKT0005,2025-07-05,3068.29,4074.35,Stable,Ministry of Agriculture
PRC00000212,PRD0001,MKT0005,2025-07-06,3065.03,4276.97,Stable,Market Survey
PRC00000213,PRD0001,MKT0005,2025-07-07,3077.06,4284.35,Stable,Ministry of Agriculture
PRC00000214,PRD0001,MKT0005,2025-07-08,2867.28,3999.48,Down,Ministry of Agriculture
PRC00000215,PRD0001,MKT0005,2025-07-09,2868.87,3788.86,Stable,Market Survey
PRC00000216,PRD0001,MKT0005,2025-07-10,2851.59,3763.98,Stable,Cooperative Report
PRC00000217,PRD0001,MKT0005,2025-07-11,2882.24,4160.06,Stable,Uganda Commodity Exchange
PRC00000218,PRD0001,MKT0005,2025-07-12,2768.92,4082.0,Down,Cooperative Report
PRC00000219,PRD0001,MKT0005,2025-07-13,2787.07,3816.38,Stable,Cooperative Report
PRC00000220,PRD0001,MKT0005,2025-07-14,2779.71,3426.98,Stable,Cooperative Report
PRC00000221,PRD0001,MKT0005,2025-07-15,2707.1,3891.26,Down,Ministry of Agriculture
PRC00000222,PRD0001,MKT0005,2025-07-16,2729.11,3372.66,Stable,Cooperative Report
PRC00000223,PRD0001,MKT0005,2025-07-17,2730.4,3755.46,Stable,Uganda Commodity Exchange
PRC00000224,PRD0001,MKT0005,2025-07-18,2658.82,3599.15,Down,Cooperative Report
PRC00000225,PRD0001,MKT0005,2025-07-19,2610.91,3390.46,Stable,Ministry of Agriculture
PRC00000226,PRD0001,MKT0005,2025-07-20,2703.15,3938.83,Up,Uganda Commodity Exchange
PRC00000227,PRD0001,MKT0005,2025-07-21,2670.66,3452.39,Stable,Uganda Commodity Exchange
PRC00000228,PRD0001,MKT0005,2025-07-22,2828.87,3744.29,Up,Uganda Commodity Exchange
PRC00000229,PRD0001,MKT0005,2025-07-23,2876.06,4174.64,Stable,Market Survey
PRC00000230,PRD0001,MKT0005,2025-07-24,2908.45,3946.26,Stable,Uganda Commodity Exchange
PRC00000231,PRD0001,MKT0005,2025-07-25,2979.58,3708.44,Up,Cooperative Report
PRC00000232,PRD0001,MKT0005,2025-07-26,2862.6,3572.82,Down,Uganda Commodity Exchange
PRC00000233,PRD0001,MKT0005,2025-07-27,2803.51,3572.84,Down,Cooperative Report
PRC00000234,PRD0001,MKT0005,2025-07-28,2706.72,3677.67,Down,Ministry of Agriculture
PRC00000235,PRD0001,MKT0005,2025-07-29,2787.1,3999.24,Up,Uganda Commodity Exchange
PRC00000236,PRD0001,MKT0005,2025-07-30,2852.28,3869.23,Up,Cooperative Report
PRC00000237,PRD0001,MKT0005,2025-07-31,2840.31,3818.04,Stable,Uganda Commodity Exchange
PRC00000238,PRD0001,MKT0005,2025-08-01,2960.31,3951.81,Up,Cooperative Report
PRC00000239,PRD0001,MKT0005,2025-08-02,2838.69,4209.98,Down,Ministry of Agriculture
PRC00000240,PRD0001,MKT0005,2025-08-03,2877.64,3952.56,Stable,Cooperative Report
PRC00000241,PRD0001,MKT0005,2025-08-04,2938.68,3742.36,Up,Ministry of Agriculture
PRC00000242,PRD0001,MKT0005,2025-08-05,3095.21,3921.89,Up,Ministry of Agriculture
PRC00000243,PRD0001,MKT0005,2025-08-06,3077.2,4241.99,Stable,Cooperative Report
PRC00000244,PRD0001,MKT0005,2025-08-07,3002.51,4423.41,Down,Cooperative Report
PRC00000245,PRD0001,MKT0005,2025-08-08,3168.71,3978.72,Up,Cooperative Report
PRC00000246,PRD0001,MKT0005,2025-08-09,3009.33,3979.59,Down,Market Survey
PRC00000247,PRD0001,MKT0005,2025-08-10,2951.54,3655.81,Stable,Uganda Commodity Exchange
PRC00000248,PRD0001,MKT0005,2025-08-11,2943.48,3858.04,Stable,Uganda Commodity Exchange
PRC00000249,PRD0001,MKT0005,2025-08-12,2973.32,3687.95,Stable,Cooperative Report
PRC00000250,PRD0001,MKT0005,2025-08-13,2951.78,3721.73,Stable,Market Survey
PRC00000251,PRD0001,MKT0005,2025-08-14,2957.16,4172.28,Stable,Market Survey
PRC00000252,PRD0001,MKT0005,2025-08-15,2994.73,3734.96,Stable,Uganda Commodity Exchange
PRC00000253,PRD0001,MKT0005,2025-08-16,2985.63,4193.85,Stable,Ministry of Agriculture
PRC00000254,PRD0001,MKT0005,2025-08-17,3021.41,4224.4,Stable,Market Survey
PRC00000255,PRD0001,MKT0005,2025-08-18,2987.9,4061.38,Stable,Cooperative Report
PRC00000256,PRD0001,MKT0005,2025-08-19,3159.97,4548.09,Up,Uganda Commodity Exchange
PRC00000257,PRD0001,MKT0005,2025-08-20,3204.98,4602.91,Stable,Market Survey
PRC00000258,PRD0001,MKT0005,2025-08-21,3093.46,4042.37,Down,Ministry of Agriculture
PRC00000259,PRD0001,MKT0005,2025-08-22,3164.92,4279.6,Up,Market Survey
PRC00000260,PRD0001,MKT0005,2025-08-23,3235.18,4368.07,Up,Ministry of Agriculture
PRC00000261,PRD0001,MKT0005,2025-08-24,3363.75,4184.64,Up,Uganda Commodity Exchange
PRC00000262,PRD0001,MKT0005,2025-08-25,3425.25,4588.94,Stable,Market Survey
PRC00000263,PRD0001,MKT0005,2025-08-26,3205.15,4075.21,Down,Market Survey
PRC00000264,PRD0001,MKT0005,2025-08-27,3302.63,4565.71,Up,Market Survey
PRC00000265,PRD0001,MKT0005,2025-08-28,3384.48,4603.53,Up,Market Survey
PRC00000266,PRD0001,MKT0005,2025-08-29,3312.45,4794.64,Down,Uganda Commodity Exchange
PRC00000267,PRD0001,MKT0005,2025-08-30,3350.29,4147.17,Stable,Cooperative Report
PRC00000268,PRD0001,MKT0005,2025-08-31,3404.91,4624.85,Stable,Cooperative Report
PRC00000269,PRD0001,MKT0005,2025-09-01,3406.24,4630.46,Stable,Ministry of Agriculture
PRC00000270,PRD0001,MKT0005,2025-09-02,3339.07,4091.76,Stable,Market Survey
PRC00000271,PRD0001,MKT0005,2025-09-03,3342.0,4415.82,Stable,Market Survey
PRC00000272,PRD0001,MKT0005,2025-09-04,3318.21,4061.57,Stable,Ministry of Agriculture
PRC00000273,PRD0001,MKT0005,2025-09-05,3358.59,4472.72,Stable,Ministry of Agriculture
PRC00000274,PRD0001,MKT0005,2025-09-06,3372.58,4232.7,Stable,Uganda Commodity Exchange
PRC00000275,PRD0001,MKT0005,2025-09-07,3378.58,4406.04,Stable,Market Survey
PRC00000276,PRD0001,MKT0005,2025-09-08,3391.89,4217.82,Stable,Cooperative Report
PRC00000277,PRD0001,MKT0005,2025-09-09,3326.39,4601.78,Stable,Market Survey
PRC00000278,PRD0001,MKT0005,2025-09-10,3162.75,4182.32,Down,Cooperative Report
PRC00000279,PRD0001,MKT0005,2025-09-11,3268.93,4011.25,Up,Market Survey
PRC00000280,PRD0001,MKT0005,2025-09-12,3323.61,4309.6,Stable,Ministry of Agriculture
PRC00000281,PRD0001,MKT0005,2025-09-13,3433.96,5013.65,Up,Uganda Commodity Exchange
PRC00000282,PRD0001,MKT0005,2025-09-14,3446.01,4627.12,Stable,Cooperative Report
PRC00000283,PRD0001,MKT0005,2025-09-15,3504.42,4335.53,Stable,Ministry of Agriculture
PRC00000284,PRD0001,MKT0005,2025-09-16,3585.8,4375.41,Up,Cooperative Report
